consumer_id,region_id,node_id,start_date,end_date,consumer_id,transaction_date,transaction_type,transaction_amount,region_code,region_name,churn
206,2,3,2020-03-11,2021-12-31,206,2020-03-11,withdrawal,183.0,2,Europe,churned
206,2,5,2020-02-21,2020-03-10,206,2020-02-21,withdrawal,183.0,2,Europe,active
206,2,3,2020-02-11,2020-02-20,206,2020-02-11,withdrawal,183.0,2,Europe,active
206,2,2,2020-02-07,2020-02-10,206,2020-02-07,withdrawal,183.0,2,Europe,active
206,2,3,2020-01-28,2020-02-06,206,2020-01-28,withdrawal,183.0,2,Europe,active
206,2,3,2020-01-13,2020-01-27,206,2020-01-13,withdrawal,183.0,2,Europe,active
206,2,4,2020-01-09,2020-01-12,206,2020-01-09,withdrawal,183.0,2,Europe,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,purchase,98.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,purchase,98.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,purchase,98.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,purchase,98.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,purchase,98.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,purchase,98.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,purchase,98.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,withdrawal,24.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,withdrawal,24.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,withdrawal,24.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,withdrawal,24.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,withdrawal,24.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,withdrawal,24.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,withdrawal,24.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,deposit,302.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,deposit,302.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,deposit,302.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,deposit,302.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,deposit,302.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,deposit,302.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,deposit,302.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,withdrawal,705.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,withdrawal,705.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,withdrawal,705.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,withdrawal,705.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,withdrawal,705.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,withdrawal,705.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,withdrawal,705.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,purchase,550.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,purchase,550.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,purchase,550.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,purchase,550.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,purchase,550.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,purchase,550.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,purchase,550.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,deposit,640.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,deposit,640.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,deposit,640.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,deposit,640.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,deposit,640.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,deposit,640.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,deposit,640.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,deposit,354.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,deposit,354.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,deposit,354.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,deposit,354.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,deposit,354.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,deposit,354.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,deposit,354.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,deposit,351.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,deposit,351.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,deposit,351.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,deposit,351.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,deposit,351.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,deposit,351.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,deposit,351.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,purchase,665.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,purchase,665.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,purchase,665.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,purchase,665.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,purchase,665.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,purchase,665.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,purchase,665.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,withdrawal,895.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,withdrawal,895.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,withdrawal,895.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,withdrawal,895.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,withdrawal,895.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,withdrawal,895.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,withdrawal,895.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,withdrawal,765.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,withdrawal,765.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,withdrawal,765.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,withdrawal,765.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,withdrawal,765.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,withdrawal,765.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,withdrawal,765.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,deposit,64.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,deposit,64.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,deposit,64.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,deposit,64.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,deposit,64.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,deposit,64.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,deposit,64.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,withdrawal,459.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,withdrawal,459.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,withdrawal,459.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,withdrawal,459.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,withdrawal,459.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,withdrawal,459.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,withdrawal,459.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,deposit,766.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,deposit,766.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,deposit,766.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,deposit,766.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,deposit,766.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,deposit,766.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,deposit,766.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,withdrawal,478.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,withdrawal,478.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,withdrawal,478.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,withdrawal,478.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,withdrawal,478.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,withdrawal,478.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,withdrawal,478.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,deposit,471.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,deposit,471.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,deposit,471.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,deposit,471.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,deposit,471.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,deposit,471.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,deposit,471.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,purchase,421.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,purchase,421.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,purchase,421.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,purchase,421.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,purchase,421.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,purchase,421.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,purchase,421.0,5,Africa,active
269,5,3,2020-04-12,2021-12-31,269,2020-04-12,purchase,406.0,5,Africa,churned
269,5,2,2020-03-24,2020-04-11,269,2020-03-24,purchase,406.0,5,Africa,active
269,5,5,2020-03-14,2020-03-23,269,2020-03-14,purchase,406.0,5,Africa,active
269,5,3,2020-03-03,2020-03-13,269,2020-03-03,purchase,406.0,5,Africa,active
269,5,1,2020-02-24,2020-03-02,269,2020-02-24,purchase,406.0,5,Africa,active
269,5,5,2020-01-31,2020-02-23,269,2020-01-31,purchase,406.0,5,Africa,active
269,5,3,2020-01-14,2020-01-30,269,2020-01-14,purchase,406.0,5,Africa,active
460,3,4,2020-03-25,2021-12-31,460,2020-03-25,deposit,848.0,3,Australia,churned
460,3,1,2020-02-28,2020-03-24,460,2020-02-28,deposit,848.0,3,Australia,active
460,3,3,2020-02-27,2020-02-27,460,2020-02-27,deposit,848.0,3,Australia,active
460,3,4,2020-02-18,2020-02-26,460,2020-02-18,deposit,848.0,3,Australia,active
460,3,5,2020-02-07,2020-02-17,460,2020-02-07,deposit,848.0,3,Australia,active
460,3,4,2020-02-04,2020-02-06,460,2020-02-04,deposit,848.0,3,Australia,active
460,3,4,2020-01-29,2020-02-03,460,2020-01-29,deposit,848.0,3,Australia,active
460,3,4,2020-03-25,2021-12-31,460,2020-03-25,purchase,994.0,3,Australia,churned
460,3,1,2020-02-28,2020-03-24,460,2020-02-28,purchase,994.0,3,Australia,active
460,3,3,2020-02-27,2020-02-27,460,2020-02-27,purchase,994.0,3,Australia,active
460,3,4,2020-02-18,2020-02-26,460,2020-02-18,purchase,994.0,3,Australia,active
460,3,5,2020-02-07,2020-02-17,460,2020-02-07,purchase,994.0,3,Australia,active
460,3,4,2020-02-04,2020-02-06,460,2020-02-04,purchase,994.0,3,Australia,active
460,3,4,2020-01-29,2020-02-03,460,2020-01-29,purchase,994.0,3,Australia,active
460,3,4,2020-03-25,2021-12-31,460,2020-03-25,deposit,977.0,3,Australia,churned
460,3,1,2020-02-28,2020-03-24,460,2020-02-28,deposit,977.0,3,Australia,active
460,3,3,2020-02-27,2020-02-27,460,2020-02-27,deposit,977.0,3,Australia,active
460,3,4,2020-02-18,2020-02-26,460,2020-02-18,deposit,977.0,3,Australia,active
460,3,5,2020-02-07,2020-02-17,460,2020-02-07,deposit,977.0,3,Australia,active
460,3,4,2020-02-04,2020-02-06,460,2020-02-04,deposit,977.0,3,Australia,active
460,3,4,2020-01-29,2020-02-03,460,2020-01-29,deposit,977.0,3,Australia,active
460,3,4,2020-03-25,2021-12-31,460,2020-03-25,withdrawal,966.0,3,Australia,churned
460,3,1,2020-02-28,2020-03-24,460,2020-02-28,withdrawal,966.0,3,Australia,active
460,3,3,2020-02-27,2020-02-27,460,2020-02-27,withdrawal,966.0,3,Australia,active
460,3,4,2020-02-18,2020-02-26,460,2020-02-18,withdrawal,966.0,3,Australia,active
460,3,5,2020-02-07,2020-02-17,460,2020-02-07,withdrawal,966.0,3,Australia,active
460,3,4,2020-02-04,2020-02-06,460,2020-02-04,withdrawal,966.0,3,Australia,active
460,3,4,2020-01-29,2020-02-03,460,2020-01-29,withdrawal,966.0,3,Australia,active
460,3,4,2020-03-25,2021-12-31,460,2020-03-25,deposit,552.0,3,Australia,churned
460,3,1,2020-02-28,2020-03-24,460,2020-02-28,deposit,552.0,3,Australia,active
460,3,3,2020-02-27,2020-02-27,460,2020-02-27,deposit,552.0,3,Australia,active
460,3,4,2020-02-18,2020-02-26,460,2020-02-18,deposit,552.0,3,Australia,active
460,3,5,2020-02-07,2020-02-17,460,2020-02-07,deposit,552.0,3,Australia,active
460,3,4,2020-02-04,2020-02-06,460,2020-02-04,deposit,552.0,3,Australia,active
460,3,4,2020-01-29,2020-02-03,460,2020-01-29,deposit,552.0,3,Australia,active
460,3,4,2020-03-25,2021-12-31,460,2020-03-25,deposit,126.0,3,Australia,churned
460,3,1,2020-02-28,2020-03-24,460,2020-02-28,deposit,126.0,3,Australia,active
460,3,3,2020-02-27,2020-02-27,460,2020-02-27,deposit,126.0,3,Australia,active
460,3,4,2020-02-18,2020-02-26,460,2020-02-18,deposit,126.0,3,Australia,active
460,3,5,2020-02-07,2020-02-17,460,2020-02-07,deposit,126.0,3,Australia,active
460,3,4,2020-02-04,2020-02-06,460,2020-02-04,deposit,126.0,3,Australia,active
460,3,4,2020-01-29,2020-02-03,460,2020-01-29,deposit,126.0,3,Australia,active
460,3,4,2020-03-25,2021-12-31,460,2020-03-25,purchase,467.0,3,Australia,churned
460,3,1,2020-02-28,2020-03-24,460,2020-02-28,purchase,467.0,3,Australia,active
460,3,3,2020-02-27,2020-02-27,460,2020-02-27,purchase,467.0,3,Australia,active
460,3,4,2020-02-18,2020-02-26,460,2020-02-18,purchase,467.0,3,Australia,active
460,3,5,2020-02-07,2020-02-17,460,2020-02-07,purchase,467.0,3,Australia,active
460,3,4,2020-02-04,2020-02-06,460,2020-02-04,purchase,467.0,3,Australia,active
460,3,4,2020-01-29,2020-02-03,460,2020-01-29,purchase,467.0,3,Australia,active
460,3,4,2020-03-25,2021-12-31,460,2020-03-25,withdrawal,483.0,3,Australia,churned
460,3,1,2020-02-28,2020-03-24,460,2020-02-28,withdrawal,483.0,3,Australia,active
460,3,3,2020-02-27,2020-02-27,460,2020-02-27,withdrawal,483.0,3,Australia,active
460,3,4,2020-02-18,2020-02-26,460,2020-02-18,withdrawal,483.0,3,Australia,active
460,3,5,2020-02-07,2020-02-17,460,2020-02-07,withdrawal,483.0,3,Australia,active
460,3,4,2020-02-04,2020-02-06,460,2020-02-04,withdrawal,483.0,3,Australia,active
460,3,4,2020-01-29,2020-02-03,460,2020-01-29,withdrawal,483.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,purchase,519.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,purchase,519.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,purchase,519.0,3,Australia,active
328,3,2,2020-02-22,2020-03-19,328,2020-02-22,purchase,519.0,3,Australia,active
328,3,2,2020-02-15,2020-02-21,328,2020-02-15,purchase,519.0,3,Australia,active
328,3,4,2020-02-13,2020-02-14,328,2020-02-13,purchase,519.0,3,Australia,active
328,3,1,2020-01-22,2020-02-12,328,2020-01-22,purchase,519.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,deposit,726.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,deposit,726.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,deposit,726.0,3,Australia,active
328,3,2,2020-02-22,2020-03-19,328,2020-02-22,deposit,726.0,3,Australia,active
328,3,2,2020-02-15,2020-02-21,328,2020-02-15,deposit,726.0,3,Australia,active
328,3,4,2020-02-13,2020-02-14,328,2020-02-13,deposit,726.0,3,Australia,active
328,3,1,2020-01-22,2020-02-12,328,2020-01-22,deposit,726.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,deposit,721.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,deposit,721.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,deposit,721.0,3,Australia,active
328,3,2,2020-02-22,2020-03-19,328,2020-02-22,deposit,721.0,3,Australia,active
328,3,2,2020-02-15,2020-02-21,328,2020-02-15,deposit,721.0,3,Australia,active
328,3,4,2020-02-13,2020-02-14,328,2020-02-13,deposit,721.0,3,Australia,active
328,3,1,2020-01-22,2020-02-12,328,2020-01-22,deposit,721.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,deposit,106.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,deposit,106.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,deposit,106.0,3,Australia,active
328,3,2,2020-02-22,2020-03-19,328,2020-02-22,deposit,106.0,3,Australia,active
328,3,2,2020-02-15,2020-02-21,328,2020-02-15,deposit,106.0,3,Australia,active
328,3,4,2020-02-13,2020-02-14,328,2020-02-13,deposit,106.0,3,Australia,active
328,3,1,2020-01-22,2020-02-12,328,2020-01-22,deposit,106.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,purchase,424.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,purchase,424.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,purchase,424.0,3,Australia,active
328,3,2,2020-02-22,2020-03-19,328,2020-02-22,purchase,424.0,3,Australia,active
328,3,2,2020-02-15,2020-02-21,328,2020-02-15,purchase,424.0,3,Australia,active
328,3,4,2020-02-13,2020-02-14,328,2020-02-13,purchase,424.0,3,Australia,active
328,3,1,2020-01-22,2020-02-12,328,2020-01-22,purchase,424.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,deposit,493.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,deposit,493.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,deposit,493.0,3,Australia,active
328,3,2,2020-02-22,2020-03-19,328,2020-02-22,deposit,493.0,3,Australia,active
328,3,2,2020-02-15,2020-02-21,328,2020-02-15,deposit,493.0,3,Australia,active
328,3,4,2020-02-13,2020-02-14,328,2020-02-13,deposit,493.0,3,Australia,active
328,3,1,2020-01-22,2020-02-12,328,2020-01-22,deposit,493.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,purchase,582.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,purchase,582.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,purchase,582.0,3,Australia,active
328,3,2,2020-02-22,2020-03-19,328,2020-02-22,purchase,582.0,3,Australia,active
328,3,2,2020-02-15,2020-02-21,328,2020-02-15,purchase,582.0,3,Australia,active
328,3,4,2020-02-13,2020-02-14,328,2020-02-13,purchase,582.0,3,Australia,active
328,3,1,2020-01-22,2020-02-12,328,2020-01-22,purchase,582.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,deposit,418.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,deposit,418.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,deposit,418.0,3,Australia,active
328,3,2,2020-02-22,2020-03-19,328,2020-02-22,deposit,418.0,3,Australia,active
328,3,2,2020-02-15,2020-02-21,328,2020-02-15,deposit,418.0,3,Australia,active
328,3,4,2020-02-13,2020-02-14,328,2020-02-13,deposit,418.0,3,Australia,active
328,3,1,2020-01-22,2020-02-12,328,2020-01-22,deposit,418.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,withdrawal,443.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,withdrawal,443.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,withdrawal,443.0,3,Australia,active
328,3,2,2020-02-22,2020-03-19,328,2020-02-22,withdrawal,443.0,3,Australia,active
328,3,2,2020-02-15,2020-02-21,328,2020-02-15,withdrawal,443.0,3,Australia,active
328,3,4,2020-02-13,2020-02-14,328,2020-02-13,withdrawal,443.0,3,Australia,active
328,3,1,2020-01-22,2020-02-12,328,2020-01-22,withdrawal,443.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,purchase,639.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,purchase,639.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,purchase,639.0,3,Australia,active
328,3,2,2020-02-22,2020-03-19,328,2020-02-22,purchase,639.0,3,Australia,active
328,3,2,2020-02-15,2020-02-21,328,2020-02-15,purchase,639.0,3,Australia,active
328,3,4,2020-02-13,2020-02-14,328,2020-02-13,purchase,639.0,3,Australia,active
328,3,1,2020-01-22,2020-02-12,328,2020-01-22,purchase,639.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,purchase,409.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,purchase,409.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,purchase,409.0,3,Australia,active
328,3,2,2020-02-22,2020-03-19,328,2020-02-22,purchase,409.0,3,Australia,active
328,3,2,2020-02-15,2020-02-21,328,2020-02-15,purchase,409.0,3,Australia,active
328,3,4,2020-02-13,2020-02-14,328,2020-02-13,purchase,409.0,3,Australia,active
328,3,1,2020-01-22,2020-02-12,328,2020-01-22,purchase,409.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,withdrawal,697.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,withdrawal,697.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,withdrawal,697.0,3,Australia,active
328,3,2,2020-02-22,2020-03-19,328,2020-02-22,withdrawal,697.0,3,Australia,active
328,3,2,2020-02-15,2020-02-21,328,2020-02-15,withdrawal,697.0,3,Australia,active
328,3,4,2020-02-13,2020-02-14,328,2020-02-13,withdrawal,697.0,3,Australia,active
328,3,1,2020-01-22,2020-02-12,328,2020-01-22,withdrawal,697.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,withdrawal,181.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,withdrawal,181.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,withdrawal,181.0,3,Australia,active
328,3,2,2020-02-22,2020-03-19,328,2020-02-22,withdrawal,181.0,3,Australia,active
328,3,2,2020-02-15,2020-02-21,328,2020-02-15,withdrawal,181.0,3,Australia,active
328,3,4,2020-02-13,2020-02-14,328,2020-02-13,withdrawal,181.0,3,Australia,active
328,3,1,2020-01-22,2020-02-12,328,2020-01-22,withdrawal,181.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,withdrawal,688.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,withdrawal,688.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,withdrawal,688.0,3,Australia,active
328,3,2,2020-02-22,2020-03-19,328,2020-02-22,withdrawal,688.0,3,Australia,active
328,3,2,2020-02-15,2020-02-21,328,2020-02-15,withdrawal,688.0,3,Australia,active
328,3,4,2020-02-13,2020-02-14,328,2020-02-13,withdrawal,688.0,3,Australia,active
328,3,1,2020-01-22,2020-02-12,328,2020-01-22,withdrawal,688.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,purchase,931.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,purchase,931.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,purchase,931.0,3,Australia,active
328,3,2,2020-02-22,2020-03-19,328,2020-02-22,purchase,931.0,3,Australia,active
328,3,2,2020-02-15,2020-02-21,328,2020-02-15,purchase,931.0,3,Australia,active
328,3,4,2020-02-13,2020-02-14,328,2020-02-13,purchase,931.0,3,Australia,active
328,3,1,2020-01-22,2020-02-12,328,2020-01-22,purchase,931.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,withdrawal,819.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,withdrawal,819.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,withdrawal,819.0,3,Australia,active
328,3,2,2020-02-22,2020-03-19,328,2020-02-22,withdrawal,819.0,3,Australia,active
328,3,2,2020-02-15,2020-02-21,328,2020-02-15,withdrawal,819.0,3,Australia,active
328,3,4,2020-02-13,2020-02-14,328,2020-02-13,withdrawal,819.0,3,Australia,active
328,3,1,2020-01-22,2020-02-12,328,2020-01-22,withdrawal,819.0,3,Australia,active
328,3,3,2020-03-30,2021-12-31,328,2020-03-30,purchase,499.0,3,Australia,churned
328,3,1,2020-03-21,2020-03-29,328,2020-03-21,purchase,499.0,3,Australia,active
328,3,2,2020-03-20,2020-03-20,328,2020-03-20,purchase,499.0,3,Australia,active
